ceq,gsector,isin,ib,ppent,xsga,datadate,gind,loc,seq,naics,dlc,dp,sic,gvkey,oibdp,gsubind,che,conm,dltt,emp,sale,fyear,rect,cogs,invt,revt,lt,ebit,ggroup,ebitda,act,at,lct,oancf,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,current_ratio,quick_ratio,cash_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,revenue_growth,asset_growth,employee_growth,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,asset_turnover_outlier,receivables_turnover_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,years_available,latest_year,cluster,cluster_name
554.9,20.0,DE0007235301,-80.3,461.3,132.9,2024-12-31,201040.0,DEU,554.9,335991.0,13.5,59.7,3620.0,206703,131.9,20104010.0,148.0,SGL CARBON SE,242.8,4.277,1026.4,2024.0,161.1,737.8,345.6,1026.4,772.3,72.2,2010.0,131.9,673.9,1336.9,243.3,120.3,5.4005535193357765,-14.47107586952604,7.034294621979735,12.850740452065471,-7.8234606391270445,2.769831483764899,1.3493629264282776,0.6083025071927661,0.4375563164534151,0.4618850243287079,41.50647019223577,57.76797067843518,0.7677462787044655,239.98129530044426,6.371198013656115,57.28906858924395,-5.757047103112645,-9.214993888360713,-11.044093178036595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
1535.15,35.0,DE0005550636,124.408,507.144,1014.549,2024-12-31,351010.0,DEU,1535.15,339112.0,108.652,134.376,3841.0,102218,298.517,35101010.0,230.599,DRAEGERWERK AG,286.928,15.444,3370.88,2024.0,913.964,1724.047,662.585,3370.88,1556.639,164.141,3510.0,298.517,1884.764,3093.435,978.482,167.308,5.306107935030152,8.103963782040841,4.869381289158914,8.855758733624453,3.6906683121321433,1.926212234869931,1.2490561911205316,0.23567015029402685,0.18690551411914144,0.2576816597726606,49.62606293650909,50.320727605396584,1.0896883238212538,218.26469826469827,3.6881977845954546,98.96432385608506,-0.07778262601733088,-0.035998783667667844,1.799485861182526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
1148.549,35.0,DE0007474041,108.452,569.902,795.331,2024-12-31,351010.0,DEU,1148.549,339113.0,26.377,89.401,3842.0,102529,198.021,35101020.0,160.906,PAUL HARTMANN AG,263.815,10.079,2425.8,2024.0,427.654,1044.456,500.172,2425.8,901.799,108.62,3510.0,198.021,1094.778,2097.867,465.595,198.663,5.177639955249784,9.44252269602777,4.477698078984252,8.163121444471926,4.4707725286503415,2.3513525703669496,1.2770884567059353,0.3455921992289436,0.22969416193823686,0.2526596601451048,54.748418274371055,42.986471497001475,1.156317345189185,240.67863875384464,5.6723425947144195,64.34731222689422,2.4629459892122174,5.590936522133472,-0.8752950432730056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
1499.6,20.0,DE000WACK012,70.2,574.4,346.9,2024-12-31,201060.0,DEU,1499.6,333120.0,214.8,77.1,3531.0,284636,187.8,20106010.0,35.6,WACKER NEUSON SE,297.0,6.019,2234.9,2024.0,266.2,1637.2,621.9,2234.9,989.0,110.7,2010.0,187.8,1008.0,2488.6,558.6,305.3,4.448284175841839,4.681248332888771,4.953241755783257,8.40306053962146,3.1410801378137725,1.8045112781954886,0.6911922663802363,0.06373075546007877,0.1980528140837557,0.3412910109362497,60.258780036968574,39.741219963031426,0.8980551313991804,371.3075261671374,8.395567242674682,43.475323280683696,-15.81980488907303,-5.909486180952028,-8.511931904544756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
1456.741,45.0,,-5.227,58.113,412.629,2023-12-31,451030.0,DEU,1456.741,511210.0,6.648,59.254,7372.0,222247,157.018,45103020.0,130.007,SOFTWARE GMBH,425.563,4.707,1000.181,2023.0,160.769,181.482,0.0,1000.181,907.905,97.764,4510.0,157.018,1513.244,2364.646,444.979,-1.343,4.13440320453886,-0.3588146417242324,9.774630791826679,15.69895848851358,-0.5226054084210758,3.4007087974938144,3.4007087974938144,0.2921643493288448,0.29213360508147984,0.2966972165951257,61.605035172283706,38.39496482771628,0.42297282553075594,212.48799660080732,6.221230461096356,58.67006571810502,4.384176970129605,-11.71439718787861,-5.784627702161737,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,True,4,Mid
720.994,20.0,DE000A1H8BV3,14.696,319.013,346.665,2024-12-31,201060.0,DEU,720.994,3333.0,69.603,93.342,3580.0,297222,149.363,20106020.0,127.13,NORMA GROUP SE,401.327,6.041,1161.69,2024.0,161.888,498.732,219.941,1161.69,715.258,56.021,2010.0,149.363,535.902,1436.628,259.501,136.985,3.8994785010455044,2.0382971286862306,4.822370856252529,12.857388804242095,1.2650534996427618,2.0651249898844326,1.2175714159097655,0.48990177301821575,0.5566301522620161,0.6531677101335102,50.186547944213814,49.78727965764276,0.8086226914691904,192.300943552392,7.1758870330104765,50.86479181192917,-5.229435336500798,-3.793667354638597,0.7841174507841275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
35599.0,15.0,DE000BASF111,1298.0,17773.0,10347.0,2024-12-31,151010.0,DEU,35599.0,325.0,3540.0,3811.0,2800.0,17436,6675.0,15101020.0,3683.0,BASF SE,20455.0,109.717,65260.0,2024.0,12244.0,44695.0,13681.0,65260.0,43532.0,2864.0,1510.0,6675.0,31232.0,80415.0,17039.0,6946.0,3.561524591183237,3.646169836231355,4.388599448360404,10.228317499233833,1.988967208090714,1.832971418510476,1.0300487117788604,0.21615118258113739,0.574594791988539,0.6740357875221215,44.26910402288131,54.13417894671392,0.8115401355468507,594.8029931551173,5.329957530218882,68.48084584737971,-5.285768192505302,3.9020608566444848,0.028262494757758105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
4669.2,15.0,DE000WCH8881,241.0,3596.5,573.9,2024-12-31,151010.0,DEU,4669.2,325211.0,221.2,472.7,2821.0,276585,718.2,15101050.0,1215.4,WACKER CHEMIE AG,1725.5,16.637,5721.8,2024.0,948.7,4262.4,1795.5,5721.8,4572.9,245.5,1510.0,718.2,4055.3,9409.9,1522.8,310.4,2.60895439909032,5.161483765955624,4.29060785067636,12.551994127722047,4.211961270928729,2.663054898870502,1.4839768846861048,0.7981350144470712,0.3695493874753705,0.41692367000771013,49.620080978543875,48.596690719348764,0.6080617222287166,343.9201779166917,6.031200590281438,60.51863050089133,-10.627596763612502,6.273717022045533,1.5813896690682672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
1295.93,35.0,DE0007042301,43.351,764.444,4.9,2024-12-31,351020.0,DEU,1295.93,622110.0,34.646,62.6,8060.0,207096,109.749,35102020.0,409.464,RHOEN-KLINIKUM AG,114.998,14.067,1595.619,2024.0,431.158,1658.114,37.46,1595.619,530.509,47.149,3510.0,109.749,904.11,1856.481,404.853,127.6,2.5396974167793798,3.3451652481229694,2.954903394858046,6.878145722757124,2.716876647871453,2.233180932338404,2.140653521154592,1.011389319086187,0.08873781762903861,0.11547228631176067,69.80572383988847,28.57605329653253,0.8594857690436907,113.4299424184261,3.7007755857481475,98.62797447260282,8.99193226132342,4.854890416622437,40.431266846361204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11,True,4,Mid
2009.9,45.0,DE000WAF3001,63.0,3820.8,73.1,2024-12-31,453010.0,DEU,2009.9,334413.0,82.5,238.5,3674.0,319865,360.2,45301010.0,663.7,SILTRONIC AG,1440.8,3.825,1412.8,2024.0,188.4,898.9,308.3,1412.8,2869.2,121.7,4530.0,360.2,1198.2,5084.4,570.3,344.5,2.3935960978679884,3.134484302701627,8.61409966024915,25.495469988674973,4.459229898074745,2.1009994739610733,1.560406803436788,1.1637734525688237,0.716851584655953,0.7578984029056172,39.53072142239006,56.43143733773896,0.2778695617968689,369.359477124183,7.498938428874734,48.67355605889015,-6.6719513806315245,12.863770560944744,-2.0987970309700454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
612.875,25.0,DE000A2LQ884,20.894,143.801,445.741,2024-12-31,255040.0,DEU,612.875,441120.0,248.153,44.925,5500.0,346413,86.975,25504050.0,615.792,AUTO1 GROUP SE,925.4,,6271.911,2024.0,414.441,5547.187,696.731,6271.911,1595.612,42.05,2550.0,86.975,1745.496,2208.487,665.355,-219.725,1.9040184524518369,3.4091780542524983,0.6704495647339384,1.3867384278890438,0.3331361047693438,2.6234055504204523,1.5762487694539007,0.9255089388371621,1.509932694268815,1.914832551499082,27.750899144980252,72.24910085501975,2.839913026429406,,15.13342309279246,24.118799676844905,14.810551664108473,29.553812518075183,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9,True,4,Mid
6212.3,15.0,DE000KSAG888,-66.8,6060.5,187.4,2024-12-31,151010.0,DEU,6212.3,32531.0,62.5,521.2,2870.0,100736,477.6,15101030.0,524.1,K&S AG,683.4,10.835,3653.1,2024.0,804.8,2824.3,678.3,3653.1,3137.2,-43.6,1510.0,477.6,2145.2,9353.5,709.8,590.8,-0.4661356711391458,-1.075286125911498,-1.1935068845637953,13.07382770797405,-1.8285839424050807,3.0222597914905607,2.066638489715413,0.7383770076077769,0.11000756563591584,0.12006825169421953,66.41684930774576,33.54038595178275,0.3905596835409205,337.15736040609136,4.539140159045726,80.41170512715229,-5.668026648763103,-1.2698178133378257,-5.346378963920662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,4,Mid
